cq,vmaf,metrics_avg_motion,metrics_avg_edge_density,metrics_avg_texture,metrics_avg_temporal_information,metrics_avg_spatial_information,metrics_avg_color_complexity,metrics_scene_change_count,metrics_avg_motion_variance,metrics_avg_grain_noise,metrics_frame_rate,metrics_resolution
30,96.62,0.63,0.08,6.14,5.51,93.5,6.14,0,0.87,8.85,60,"(1920, 1080)"
35,95.28,0.63,0.08,6.14,5.51,93.5,6.14,0,0.87,8.85,60,"(1920, 1080)"
40,92.86,0.63,0.08,6.14,5.51,93.5,6.14,0,0.87,8.85,60,"(1920, 1080)"
10,98.3,0.63,0.08,6.14,5.51,93.5,6.14,0,0.87,8.85,60,"(1920, 1080)"
15,98.18,0.63,0.08,6.14,5.51,93.5,6.14,0,0.87,8.85,60,"(1920, 1080)"
20,97.96,0.63,0.08,6.14,5.51,93.5,6.14,0,0.87,8.85,60,"(1920, 1080)"
25,97.61,0.63,0.08,6.14,5.51,93.5,6.14,0,0.87,8.85,60,"(1920, 1080)"
30,96.93,0.63,0.08,6.14,5.51,93.5,6.14,0,0.87,8.85,60,"(1920, 1080)"
35,95.68,0.63,0.08,6.14,5.51,93.5,6.14,0,0.87,8.85,60,"(1920, 1080)"
40,93.31,0.63,0.08,6.14,5.51,93.5,6.14,0,0.87,8.85,60,"(1920, 1080)"
10,99.97,1.01,0.06,7.02,5.41,49.49,7.08,0,0.66,4.22,25,"(1920, 1080)"
15,99.36,1.01,0.06,7.02,5.41,49.49,7.08,0,0.66,4.22,25,"(1920, 1080)"
20,98.79,1.01,0.06,7.02,5.41,49.49,7.08,0,0.66,4.22,25,"(1920, 1080)"
25,98.02,1.01,0.06,7.02,5.41,49.49,7.08,0,0.66,4.22,25,"(1920, 1080)"
30,96.91,1.01,0.06,7.02,5.41,49.49,7.08,0,0.66,4.22,25,"(1920, 1080)"
35,94.75,1.01,0.06,7.02,5.41,49.49,7.08,0,0.66,4.22,25,"(1920, 1080)"
40,91.16,1.01,0.06,7.02,5.41,49.49,7.08,0,0.66,4.22,25,"(1920, 1080)"
10,99.46,1.01,0.06,7.02,5.41,49.49,7.08,0,0.66,4.22,25,"(1920, 1080)"
15,97.85,1.01,0.06,7.02,5.41,49.49,7.08,0,0.66,4.22,25,"(1920, 1080)"
20,96.66,1.01,0.06,7.02,5.41,49.49,7.08,0,0.66,4.22,25,"(1920, 1080)"
25,95.81,1.01,0.06,7.02,5.41,49.49,7.08,0,0.66,4.22,25,"(1920, 1080)"
30,94.6,1.01,0.06,7.02,5.41,49.49,7.08,0,0.66,4.22,25,"(1920, 1080)"
35,92.71,1.01,0.06,7.02,5.41,49.49,7.08,0,0.66,4.22,25,"(1920, 1080)"
40,89.54,1.01,0.06,7.02,5.41,49.49,7.08,0,0.66,4.22,25,"(1920, 1080)"
10,99.89,2.65,0.23,7.13,27.86,136.65,7.19,0,1.68,16.59,30,"(352, 240)"
15,99.72,2.65,0.23,7.13,27.86,136.65,7.19,0,1.68,16.59,30,"(352, 240)"
20,99.29,2.65,0.23,7.13,27.86,136.65,7.19,0,1.68,16.59,30,"(352, 240)"
25,98.44,2.65,0.23,7.13,27.86,136.65,7.19,0,1.68,16.59,30,"(352, 240)"
30,96.87,2.65,0.23,7.13,27.86,136.65,7.19,0,1.68,16.59,30,"(352, 240)"
35,93.96,2.65,0.23,7.13,27.86,136.65,7.19,0,1.68,16.59,30,"(352, 240)"
40,86.49,2.65,0.23,7.13,27.86,136.65,7.19,0,1.68,16.59,30,"(352, 240)"
10,99.98,2.65,0.23,7.13,27.86,136.65,7.19,0,1.68,16.59,30,"(352, 240)"
15,99.96,2.65,0.23,7.13,27.86,136.65,7.19,0,1.68,16.59,30,"(352, 240)"
20,99.9,2.65,0.23,7.13,27.86,136.65,7.19,0,1.68,16.59,30,"(352, 240)"
25,99.73,2.65,0.23,7.13,27.86,136.65,7.19,0,1.68,16.59,30,"(352, 240)"
30,99.12,2.65,0.23,7.13,27.86,136.65,7.19,0,1.68,16.59,30,"(352, 240)"
35,94.89,2.65,0.23,7.13,27.86,136.65,7.19,0,1.68,16.59,30,"(352, 240)"
40,86.51,2.65,0.23,7.13,27.86,136.65,7.19,0,1.68,16.59,30,"(352, 240)"
10,97.94,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
15,97.62,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
20,97.23,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
25,96.57,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
30,95.6,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
35,93.76,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
40,90.99,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
10,97.74,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
15,97.46,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
20,97.09,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
25,96.64,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
30,95.73,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
35,94.35,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
40,91.78,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
10,97.58,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
15,97.33,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
20,96.92,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
25,96.38,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
30,95.5,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
35,94.1,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
40,91.74,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
10,97.52,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
15,97.3,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
20,96.94,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
25,96.45,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
30,95.67,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
35,94.52,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
40,92.42,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
10,98,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
15,97.71,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
20,97.31,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
25,96.78,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
30,95.88,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
35,94.33,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
40,91.99,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
10,98.18,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
15,97.81,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
20,97.24,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
25,96.51,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
30,95.24,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
35,92.99,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
40,90.04,0.18,0.12,7.17,4.11,93.6,7.26,0,0.24,8.49,30,"(352, 288)"
10,99.9,1.62,0.07,7.32,11.49,68.13,6.79,0,0.52,3.13,25,"(1920, 1080)"
15,99.82,1.62,0.07,7.32,11.49,68.13,6.79,0,0.52,3.13,25,"(1920, 1080)"
20,99.69,1.62,0.07,7.32,11.49,68.13,6.79,0,0.52,3.13,25,"(1920, 1080)"
25,99.5,1.62,0.07,7.32,11.49,68.13,6.79,0,0.52,3.13,25,"(1920, 1080)"
30,99.18,1.62,0.07,7.32,11.49,68.13,6.79,0,0.52,3.13,25,"(1920, 1080)"
35,98.24,1.62,0.07,7.32,11.49,68.13,6.79,0,0.52,3.13,25,"(1920, 1080)"
40,95.99,1.62,0.07,7.32,11.49,68.13,6.79,0,0.52,3.13,25,"(1920, 1080)"
10,99.74,1.62,0.07,7.32,11.49,68.13,6.79,0,0.52,3.13,25,"(1920, 1080)"
15,99.57,1.62,0.07,7.32,11.49,68.13,6.79,0,0.52,3.13,25,"(1920, 1080)"
20,99.42,1.62,0.07,7.32,11.49,68.13,6.79,0,0.52,3.13,25,"(1920, 1080)"
25,99.06,1.62,0.07,7.32,11.49,68.13,6.79,0,0.52,3.13,25,"(1920, 1080)"
30,98.6,1.62,0.07,7.32,11.49,68.13,6.79,0,0.52,3.13,25,"(1920, 1080)"
35,97.49,1.62,0.07,7.32,11.49,68.13,6.79,0,0.52,3.13,25,"(1920, 1080)"
40,95.13,1.62,0.07,7.32,11.49,68.13,6.79,0,0.52,3.13,25,"(1920, 1080)"
10,99.91,1.62,0.07,7.32,11.49,68.13,6.79,0,0.52,3.13,25,"(1920, 1080)"
15,99.83,1.62,0.07,7.32,11.49,68.13,6.79,0,0.52,3.13,25,"(1920, 1080)"
20,99.73,1.62,0.07,7.32,11.49,68.13,6.79,0,0.52,3.13,25,"(1920, 1080)"
25,99.59,1.62,0.07,7.32,11.49,68.13,6.79,0,0.52,3.13,25,"(1920, 1080)"
30,99.35,1.62,0.07,7.32,11.49,68.13,6.79,0,0.52,3.13,25,"(1920, 1080)"
35,98.56,1.62,0.07,7.32,11.49,68.13,6.79,0,0.52,3.13,25,"(1920, 1080)"
40,96.61,1.62,0.07,7.32,11.49,68.13,6.79,0,0.52,3.13,25,"(1920, 1080)"
10,99.76,1.62,0.07,7.32,11.49,68.13,6.79,0,0.52,3.13,25,"(1920, 1080)"
15,99.57,1.62,0.07,7.32,11.49,68.13,6.79,0,0.52,3.13,25,"(1920, 1080)"
20,99.36,1.62,0.07,7.32,11.49,68.13,6.79,0,0.52,3.13,25,"(1920, 1080)"
25,99.11,1.62,0.07,7.32,11.49,68.13,6.79,0,0.52,3.13,25,"(1920, 1080)"
30,98.68,1.62,0.07,7.32,11.49,68.13,6.79,0,0.52,3.13,25,"(1920, 1080)"
35,97.71,1.62,0.07,7.32,11.49,68.13,6.79,0,0.52,3.13,25,"(1920, 1080)"
40,95.73,1.62,0.07,7.32,11.49,68.13,6.79,0,0.52,3.13,25,"(1920, 1080)"
10,98.84,0.32,0.1,6.9,5.34,79.77,6.93,0,0.23,5.53,30,"(176, 144)"
15,98.49,0.32,0.1,6.9,5.34,79.77,6.93,0,0.23,5.53,30,"(176, 144)"
20,98.02,0.32,0.1,6.9,5.34,79.77,6.93,0,0.23,5.53,30,"(176, 144)"
25,97.08,0.32,0.1,6.9,5.34,79.77,6.93,0,0.23,5.53,30,"(176, 144)"
30,95.58,0.32,0.1,6.9,5.34,79.77,6.93,0,0.23,5.53,30,"(176, 144)"
35,93.31,0.32,0.1,6.9,5.34,79.77,6.93,0,0.23,5.53,30,"(176, 144)"
40,89.54,0.32,0.1,6.9,5.34,79.77,6.93,0,0.23,5.53,30,"(176, 144)"
10,99.9,0.35,0.25,7.2,10.7,120.91,7.12,0,0.46,13.39,30,"(352, 288)"
15,99.46,0.35,0.25,7.2,10.7,120.91,7.12,0,0.46,13.39,30,"(352, 288)"
20,98.2,0.35,0.25,7.2,10.7,120.91,7.12,0,0.46,13.39,30,"(352, 288)"
25,96.03,0.35,0.25,7.2,10.7,120.91,7.12,0,0.46,13.39,30,"(352, 288)"
30,93.22,0.35,0.25,7.2,10.7,120.91,7.12,0,0.46,13.39,30,"(352, 288)"
35,89.49,0.35,0.25,7.2,10.7,120.91,7.12,0,0.46,13.39,30,"(352, 288)"
40,84.6,0.35,0.25,7.2,10.7,120.91,7.12,0,0.46,13.39,30,"(352, 288)"
10,99.47,0.78,0.08,6.8,16.36,115.73,6.86,2,0.82,13.48,30,"(352, 240)"
15,99.09,0.78,0.08,6.8,16.36,115.73,6.86,2,0.82,13.48,30,"(352, 240)"
20,98.48,0.78,0.08,6.8,16.36,115.73,6.86,2,0.82,13.48,30,"(352, 240)"
25,97.23,0.78,0.08,6.8,16.36,115.73,6.86,2,0.82,13.48,30,"(352, 240)"
30,94.53,0.78,0.08,6.8,16.36,115.73,6.86,2,0.82,13.48,30,"(352, 240)"
35,90.35,0.78,0.08,6.8,16.36,115.73,6.86,2,0.82,13.48,30,"(352, 240)"
40,84.38,0.78,0.08,6.8,16.36,115.73,6.86,2,0.82,13.48,30,"(352, 240)"
10,99.97,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
15,99.97,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
20,99.97,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
25,99.96,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
30,99.9,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
35,98.21,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
40,93.47,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
10,99.97,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
15,99.97,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
20,99.96,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
25,99.96,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
30,99.92,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
35,98.51,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
40,93.85,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
10,99.97,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
15,99.97,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
20,99.96,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
25,99.95,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
30,99.94,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
35,99.76,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
40,96.51,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
10,99.97,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
15,99.97,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
20,99.96,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
25,99.95,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
30,99.94,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
35,99.74,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
40,96.81,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
10,99.97,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
15,99.97,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
20,99.96,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
25,99.82,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
30,99.19,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
35,96.83,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
40,91.55,5.78,0.09,6.87,12.52,50.86,6.72,0,3.05,4.4,25,"(1920, 1080)"
10,99.23,0.24,0.15,6.64,6.46,124.27,6.56,1,0.25,9.06,30,"(176, 144)"
15,98.94,0.24,0.15,6.64,6.46,124.27,6.56,1,0.25,9.06,30,"(176, 144)"
20,98.46,0.24,0.15,6.64,6.46,124.27,6.56,1,0.25,9.06,30,"(176, 144)"
25,97.54,0.24,0.15,6.64,6.46,124.27,6.56,1,0.25,9.06,30,"(176, 144)"
30,96.09,0.24,0.15,6.64,6.46,124.27,6.56,1,0.25,9.06,30,"(176, 144)"
35,93.52,0.24,0.15,6.64,6.46,124.27,6.56,1,0.25,9.06,30,"(176, 144)"
40,90.08,0.24,0.15,6.64,6.46,124.27,6.56,1,0.25,9.06,30,"(176, 144)"
10,97.88,0.15,0.06,7.6,4.02,82.99,7.59,0,0.26,5.17,60,"(1280, 720)"
15,97.6,0.15,0.06,7.6,4.02,82.99,7.59,0,0.26,5.17,60,"(1280, 720)"
20,97.21,0.15,0.06,7.6,4.02,82.99,7.59,0,0.26,5.17,60,"(1280, 720)"
25,96.64,0.15,0.06,7.6,4.02,82.99,7.59,0,0.26,5.17,60,"(1280, 720)"
30,95.81,0.15,0.06,7.6,4.02,82.99,7.59,0,0.26,5.17,60,"(1280, 720)"
35,94.41,0.15,0.06,7.6,4.02,82.99,7.59,0,0.26,5.17,60,"(1280, 720)"
40,92.34,0.15,0.06,7.6,4.02,82.99,7.59,0,0.26,5.17,60,"(1280, 720)"
10,97.98,0.15,0.06,7.6,4.02,82.99,7.59,0,0.26,5.17,60,"(1280, 720)"
15,97.67,0.15,0.06,7.6,4.02,82.99,7.59,0,0.26,5.17,60,"(1280, 720)"
20,97.26,0.15,0.06,7.6,4.02,82.99,7.59,0,0.26,5.17,60,"(1280, 720)"
25,96.62,0.15,0.06,7.6,4.02,82.99,7.59,0,0.26,5.17,60,"(1280, 720)"
30,95.69,0.15,0.06,7.6,4.02,82.99,7.59,0,0.26,5.17,60,"(1280, 720)"
35,94.21,0.15,0.06,7.6,4.02,82.99,7.59,0,0.26,5.17,60,"(1280, 720)"
40,92,0.15,0.06,7.6,4.02,82.99,7.59,0,0.26,5.17,60,"(1280, 720)"
10,97.88,0.15,0.06,7.6,4.02,82.99,7.59,0,0.26,5.17,60,"(1280, 720)"
15,97.6,0.15,0.06,7.6,4.02,82.99,7.59,0,0.26,5.17,60,"(1280, 720)"
20,97.21,0.15,0.06,7.6,4.02,82.99,7.59,0,0.26,5.17,60,"(1280, 720)"
25,96.64,0.15,0.06,7.6,4.02,82.99,7.59,0,0.26,5.17,60,"(1280, 720)"
30,95.81,0.15,0.06,7.6,4.02,82.99,7.59,0,0.26,5.17,60,"(1280, 720)"
35,94.41,0.15,0.06,7.6,4.02,82.99,7.59,0,0.26,5.17,60,"(1280, 720)"
40,92.34,0.15,0.06,7.6,4.02,82.99,7.59,0,0.26,5.17,60,"(1280, 720)"
10,97.98,0.15,0.06,7.6,4.02,82.99,7.59,0,0.26,5.17,60,"(1280, 720)"
15,97.67,0.15,0.06,7.6,4.02,82.99,7.59,0,0.26,5.17,60,"(1280, 720)"
20,97.27,0.15,0.06,7.6,4.02,82.99,7.59,0,0.26,5.17,60,"(1280, 720)"
25,96.62,0.15,0.06,7.6,4.02,82.99,7.59,0,0.26,5.17,60,"(1280, 720)"
30,95.69,0.15,0.06,7.6,4.02,82.99,7.59,0,0.26,5.17,60,"(1280, 720)"
35,94.21,0.15,0.06,7.6,4.02,82.99,7.59,0,0.26,5.17,60,"(1280, 720)"
40,92,0.15,0.06,7.6,4.02,82.99,7.59,0,0.26,5.17,60,"(1280, 720)"
10,98.58,0.15,0.09,6.95,6.04,83.27,6.96,0,0.26,6.41,60,"(1280, 720)"
15,98.23,0.15,0.09,6.95,6.04,83.27,6.96,0,0.26,6.41,60,"(1280, 720)"
20,97.69,0.15,0.09,6.95,6.04,83.27,6.96,0,0.26,6.41,60,"(1280, 720)"
25,96.87,0.15,0.09,6.95,6.04,83.27,6.96,0,0.26,6.41,60,"(1280, 720)"
30,95.77,0.15,0.09,6.95,6.04,83.27,6.96,0,0.26,6.41,60,"(1280, 720)"
35,94.3,0.15,0.09,6.95,6.04,83.27,6.96,0,0.26,6.41,60,"(1280, 720)"
40,92.1,0.15,0.09,6.95,6.04,83.27,6.96,0,0.26,6.41,60,"(1280, 720)"
10,98.76,0.15,0.09,6.95,6.04,83.27,6.96,0,0.26,6.41,60,"(1280, 720)"
15,98.39,0.15,0.09,6.95,6.04,83.27,6.96,0,0.26,6.41,60,"(1280, 720)"
20,97.79,0.15,0.09,6.95,6.04,83.27,6.96,0,0.26,6.41,60,"(1280, 720)"
25,96.94,0.15,0.09,6.95,6.04,83.27,6.96,0,0.26,6.41,60,"(1280, 720)"
30,95.82,0.15,0.09,6.95,6.04,83.27,6.96,0,0.26,6.41,60,"(1280, 720)"
35,94.36,0.15,0.09,6.95,6.04,83.27,6.96,0,0.26,6.41,60,"(1280, 720)"
40,92.09,0.15,0.09,6.95,6.04,83.27,6.96,0,0.26,6.41,60,"(1280, 720)"
10,98.48,0.25,0.05,7.59,4.87,83.09,7.59,0,0.48,5.11,60,"(1280, 720)"
15,98.18,0.25,0.05,7.59,4.87,83.09,7.59,0,0.48,5.11,60,"(1280, 720)"
20,97.77,0.25,0.05,7.59,4.87,83.09,7.59,0,0.48,5.11,60,"(1280, 720)"
25,97.16,0.25,0.05,7.59,4.87,83.09,7.59,0,0.48,5.11,60,"(1280, 720)"
30,96.4,0.25,0.05,7.59,4.87,83.09,7.59,0,0.48,5.11,60,"(1280, 720)"
35,95.24,0.25,0.05,7.59,4.87,83.09,7.59,0,0.48,5.11,60,"(1280, 720)"
40,93.48,0.25,0.05,7.59,4.87,83.09,7.59,0,0.48,5.11,60,"(1280, 720)"
10,98.28,0.25,0.05,7.59,4.87,83.09,7.59,0,0.48,5.11,60,"(1280, 720)"
15,97.99,0.25,0.05,7.59,4.87,83.09,7.59,0,0.48,5.11,60,"(1280, 720)"
20,97.6,0.25,0.05,7.59,4.87,83.09,7.59,0,0.48,5.11,60,"(1280, 720)"
25,97.05,0.25,0.05,7.59,4.87,83.09,7.59,0,0.48,5.11,60,"(1280, 720)"
30,96.32,0.25,0.05,7.59,4.87,83.09,7.59,0,0.48,5.11,60,"(1280, 720)"
35,95.25,0.25,0.05,7.59,4.87,83.09,7.59,0,0.48,5.11,60,"(1280, 720)"
40,93.54,0.25,0.05,7.59,4.87,83.09,7.59,0,0.48,5.11,60,"(1280, 720)"
10,99.35,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
15,98.69,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
20,97.1,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
25,92.03,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
30,91.43,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
35,87.42,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
40,82.42,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
10,99.44,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
15,98.95,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
20,97.33,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
25,91.41,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
30,91.29,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
35,87.51,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
40,82.51,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
10,99.8,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
15,99.24,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
20,97.28,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
25,90.77,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
30,90.41,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
35,85.84,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
40,80.41,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
10,99.31,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
15,98.46,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
20,96.23,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
25,89.6,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
30,89.46,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
35,84.98,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
40,79.82,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
10,99.24,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
15,98.43,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
20,95.96,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
25,87.81,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
30,87.86,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
35,83,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
40,77.62,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
10,99.36,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
15,98.6,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
20,96.18,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
25,88.11,0.99,0.01,4.91,5.32,26.5,4.81,0,1.35,2.33,60,"(1920, 1080)"
